LeadID,Age,Gender,Province,EmploymentStatus,MaritalStatus,InitialProductInterest,LeadSource,FirstContactChannel,Predicted_CLTV,CLTV_Score_Normalized,Lead_Priority
Lead_215,26,Female,Manitoba,Part-time,Married,Mortgage,Social Media,Email,549.129114296061,0.03158553705209389,Very Low Priority
Lead_216,28,Male,Manitoba,Unknown,Married,Chequing Account,Referral,Website,377.55223078818034,0.021716550195936893,Very Low Priority
Lead_217,28,Male,Quebec,Unemployed,Widowed,Chequing Account,Online Ad,Website,577.2007483858666,0.03320019855077076,Very Low Priority
Lead_218,30,Female,Quebec,Full-time,Married,Mortgage,Branch Walk-in,Email,34.110829671531114,0.001962031963737637,Very Low Priority
Lead_219,21,Female,Quebec,Part-time,Married,Chequing Account,Online Ad,Website,263.84740564025054,0.015176325184710317,Very Low Priority
Lead_220,19,Male,Quebec,Unemployed,Married,Mortgage,Partnership,Branch,263.84740564025054,0.015176325184710317,Very Low Priority
Lead_221,33,Female,British Columbia,Full-time,Married,Mortgage,Online Ad,Call,324.28898453633315,0.018652884121412406,Very Low Priority
Lead_222,29,Female,Ontario,Part-time,Single,Chequing Account,Partnership,Call,147.0728442883322,0.008459531013177013,Very Low Priority
Lead_223,32,Female,Ontario,Part-time,Single,Chequing Account,Referral,Call,333.75435859146734,0.019197326066206433,Very Low Priority
Lead_224,29,Female,Ontario,Full-time,Single,Credit Card,Referral,Email,140.51919638975588,0.008082569597113292,Very Low Priority
Lead_225,34,Male,Manitoba,Full-time,Single,Credit Card,Online Ad,Email,103.28099499948894,0.005940653317053385,Very Low Priority
Lead_226,28,Female,Ontario,Student,Single,Credit Card,Social Media,Email,263.2282440618851,0.015140711427461689,Very Low Priority
Lead_227,21,Male,Alberta,Full-time,Married,Chequing Account,Branch Walk-in,Branch,182.86027341746467,0.010517999849247442,Very Low Priority
Lead_228,29,Female,British Columbia,Full-time,Married,Chequing Account,Referral,Email,303.5084563571131,0.017457602127289328,Very Low Priority
Lead_229,24,Male,Ontario,Student,Married,Credit Card,Branch Walk-in,Call,50.7511074146318,0.002919169539452606,Very Low Priority
Lead_230,22,Female,British Columbia,Student,Single,Credit Card,Online Ad,Website,103.28099499948894,0.005940653317053385,Very Low Priority
Lead_231,33,Male,Alberta,Full-time,Single,Chequing Account,Referral,Website,263.84740564025054,0.015176325184710317,Very Low Priority
Lead_232,26,Male,Alberta,Full-time,Single,Mortgage,Branch Walk-in,Email,139.8717834311755,0.008045330839489849,Very Low Priority
Lead_233,34,Male,Nova Scotia,Full-time,Single,Investment,Online Ad,Email,103.28099499948894,0.005940653317053385,Very Low Priority
Lead_234,27,Male,Ontario,Full-time,Single,Credit Card,Partnership,Website,385.1220666608882,0.022151962060307236,Very Low Priority
Lead_235,23,Male,Manitoba,Part-time,Married,Chequing Account,Online Ad,Branch,263.84740564025054,0.015176325184710317,Very Low Priority
Lead_236,20,Male,Ontario,Unemployed,Single,Chequing Account,Referral,Call,265.52968674796256,0.015273088861733328,Very Low Priority
Lead_237,25,Male,Ontario,Full-time,Single,Credit Card,Online Ad,Email,184.99253076810044,0.010640645856898012,Very Low Priority
Lead_238,29,Male,Ontario,Self-employed,Single,Chequing Account,Partnership,Branch,110.78680568820414,0.006372382495933888,Very Low Priority
Lead_239,24,Female,Ontario,Unknown,Single,Chequing Account,Referral,Call,192.4330531209828,0.011068619694645017,Very Low Priority
Lead_240,34,Male,Manitoba,Full-time,Married,Credit Card,Branch Walk-in,Call,46.37217970473695,0.002667296564903392,Very Low Priority
Lead_241,20,Male,Ontario,Student,Single,Chequing Account,Referral,Call,103.28099499948894,0.005940653317053385,Very Low Priority
Lead_242,26,Male,British Columbia,Unknown,Married,Credit Card,Online Ad,Email,109.92494029337334,0.006322808578518777,Very Low Priority
Lead_243,33,Female,Alberta,Full-time,Married,Chequing Account,Branch Walk-in,Email,485.2105191088826,0.027908982478602587,Very Low Priority
Lead_244,31,Male,Ontario,Part-time,Married,Chequing Account,Social Media,Email,432.15417661830884,0.02485721736916588,Very Low Priority
Lead_245,25,Male,Ontario,Part-time,Single,Credit Card,Online Ad,Call,610.861390136365,0.035136336008298484,Very Low Priority
Lead_246,20,Female,British Columbia,Full-time,Married,Mortgage,Branch Walk-in,Website,211.39107345455514,0.012159072264161404,Very Low Priority
Lead_247,29,Male,Ontario,Part-time,Single,Chequing Account,Online Ad,Email,377.55223078818034,0.021716550195936893,Very Low Priority
Lead_248,32,Female,Ontario,Student,Single,Mortgage,Branch Walk-in,Website,537.8521940442088,0.030936896189361657,Very Low Priority
Lead_249,34,Female,Ontario,Full-time,Married,Mortgage,Online Ad,Website,314.45292445173794,0.01808712056570135,Very Low Priority
Lead_250,25,Male,Quebec,Full-time,Single,Mortgage,Partnership,Email,263.99283586079747,0.01518469023311149,Very Low Priority
Lead_251,19,Male,British Columbia,Student,Single,Credit Card,Online Ad,Website,540.4225507857789,0.031084741379107307,Very Low Priority
Lead_252,23,Male,Alberta,Student,Widowed,Chequing Account,Branch Walk-in,Email,456.10227109165754,0.02623469564453407,Very Low Priority
Lead_253,20,Female,Ontario,Student,Married,Credit Card,Online Ad,Call,435.2840459761043,0.025037245348005777,Very Low Priority
Lead_254,18,Male,Ontario,Student,Married,Chequing Account,Partnership,Email,317.2152696384824,0.018246008801591804,Very Low Priority
Lead_255,27,Female,Ontario,Full-time,Single,Credit Card,Online Ad,Email,383.4771076028174,0.022057345122459243,Very Low Priority
Lead_256,28,Male,Ontario,Part-time,Single,Investment,Social Media,Website,239.70865168547715,0.013787880304297714,Very Low Priority
Lead_257,23,Male,British Columbia,Part-time,Married,Mortgage,Online Ad,Email,527.214887342303,0.030325045467517783,Very Low Priority
Lead_258,25,Male,British Columbia,Part-time,Married,Mortgage,Social Media,Email,263.84740564025054,0.015176325184710317,Very Low Priority
Lead_259,29,Male,Ontario,Part-time,Married,Mortgage,Branch Walk-in,Call,25.31974806459484,0.0014563748667180798,Very Low Priority
Lead_260,18,Female,Alberta,Full-time,Widowed,Mortgage,Partnership,Website,226.5739543150735,0.013032381352120048,Very Low Priority
Lead_261,22,Female,Manitoba,Unemployed,Married,Credit Card,Partnership,Email,142.4672909781045,0.008194622686631497,Very Low Priority
Lead_262,20,Other,Ontario,Unemployed,Single,Mortgage,Branch Walk-in,Email,44.457236434418164,0.0025571503168851126,Very Low Priority
Lead_263,25,Female,British Columbia,Full-time,Married,Credit Card,Social Media,Email,583.3094798017368,0.03355156867020906,Very Low Priority
Lead_264,29,Female,Ontario,Unemployed,Single,Credit Card,Branch Walk-in,Email,449.26353073493993,0.025841335902165183,Very Low Priority
Lead_265,28,Female,British Columbia,Part-time,Divorced,Chequing Account,Online Ad,Call,314.6340867758119,0.018097540900647194,Very Low Priority
Lead_266,33,Male,Ontario,Full-time,Married,Credit Card,Branch Walk-in,Call,433.37902059091243,0.024927669570064568,Very Low Priority
Lead_267,26,Female,Alberta,Part-time,Divorced,Credit Card,Online Ad,Website,62.83484946251488,0.0036142182488451647,Very Low Priority
Lead_268,29,Male,Nova Scotia,Full-time,Married,Credit Card,Branch Walk-in,Website,325.64950073149,0.018731140097235484,Very Low Priority
Lead_269,31,Female,Nova Scotia,Self-employed,Single,Credit Card,Online Ad,Call,110.78680568820414,0.006372382495933888,Very Low Priority
Lead_270,27,Female,Ontario,Full-time,Single,Investment,Referral,Email,25.31974806459484,0.0014563748667180798,Very Low Priority
Lead_271,20,Female,British Columbia,Full-time,Single,Credit Card,Branch Walk-in,Email,362.3737968363915,0.02084349689117529,Very Low Priority
Lead_272,23,Female,Manitoba,Student,Widowed,Investment,Online Ad,Email,45.57574767186798,0.0026214863304271064,Very Low Priority
Lead_273,27,Male,Alberta,Full-time,Married,Mortgage,Referral,Call,220.78931418183183,0.012699652745122483,Very Low Priority
Lead_274,31,Female,Ontario,Full-time,Married,Investment,Referral,Email,377.19173102435246,0.021695814492163012,Very Low Priority
Lead_275,34,Male,Quebec,Self-employed,Married,Chequing Account,Social Media,Call,377.55223078818034,0.021716550195936893,Very Low Priority
Lead_276,30,Male,Alberta,Part-time,Married,Mortgage,Online Ad,Website,186.60620452645435,0.010733463285363476,Very Low Priority
Lead_277,26,Female,Ontario,Full-time,Single,Investment,Social Media,Email,465.9655269026716,0.026802023480124122,Very Low Priority
Lead_278,30,Female,British Columbia,Part-time,Married,Credit Card,Branch Walk-in,Website,103.28099499948894,0.005940653317053385,Very Low Priority
Lead_279,21,Female,Ontario,Unemployed,Single,Chequing Account,Branch Walk-in,Email,498.63446794662633,0.028681118980495232,Very Low Priority
Lead_280,28,Male,Ontario,Part-time,Married,Credit Card,Social Media,Website,369.9726592304881,0.02128057834151904,Very Low Priority
Lead_281,30,Female,Manitoba,Self-employed,Single,Mortgage,Online Ad,Call,608.734744141323,0.03501401276204483,Very Low Priority
Lead_282,20,Female,British Columbia,Full-time,Married,Mortgage,Branch Walk-in,Email,244.06702948269668,0.01403857126170137,Very Low Priority
Lead_283,22,Female,Ontario,Full-time,Married,Chequing Account,Branch Walk-in,Website,220.65787158230407,0.01269209225526769,Very Low Priority
Lead_284,22,Female,British Columbia,Self-employed,Single,Credit Card,Branch Walk-in,Email,432.15417661830884,0.02485721736916588,Very Low Priority
Lead_285,29,Male,Quebec,Full-time,Married,Mortgage,Partnership,Email,540.4225507857789,0.031084741379107307,Very Low Priority
Lead_286,23,Female,Nova Scotia,Full-time,Married,Mortgage,Branch Walk-in,Call,184.83537663684385,0.01063160645704383,Very Low Priority
Lead_287,26,Female,British Columbia,Full-time,Married,Credit Card,Partnership,Email,584.9242698843307,0.033644450308893445,Very Low Priority
Lead_288,29,Male,Ontario,Full-time,Married,Investment,Branch Walk-in,Call,140.12160607100867,0.008059700469584983,Very Low Priority
Lead_289,18,Male,Nova Scotia,Full-time,Married,Mortgage,Online Ad,Website,263.99283586079747,0.01518469023311149,Very Low Priority
Lead_290,23,Male,British Columbia,Full-time,Single,Chequing Account,Branch Walk-in,Email,602.6417531603183,0.03466354802182558,Very Low Priority
Lead_291,25,Male,Quebec,Full-time,Married,Mortgage,Online Ad,Call,401.55205297104976,0.023097003814340357,Very Low Priority
Lead_292,32,Male,Manitoba,Student,Single,Credit Card,Social Media,Call,192.4330531209828,0.011068619694645017,Very Low Priority
Lead_293,32,Male,Alberta,Full-time,Married,Chequing Account,Social Media,Call,239.70865168547715,0.013787880304297714,Very Low Priority
Lead_294,19,Male,Manitoba,Unemployed,Single,Credit Card,Social Media,Website,492.8433410768795,0.028348017260779918,Very Low Priority
Lead_295,31,Female,Quebec,Part-time,Single,Chequing Account,Online Ad,Website,338.05403276883504,0.019444640430907843,Very Low Priority
Lead_296,29,Male,Alberta,Student,Single,Credit Card,Referral,Website,377.55223078818034,0.021716550195936893,Very Low Priority
Lead_297,30,Male,Quebec,Student,Single,Chequing Account,Branch Walk-in,Website,596.4027015802236,0.034304681974255645,Very Low Priority
Lead_298,33,Male,Ontario,Full-time,Single,Mortgage,Referral,Website,140.12160607100867,0.008059700469584983,Very Low Priority
Lead_299,21,Female,Ontario,Self-employed,Married,Credit Card,Branch Walk-in,Website,44.301229580567274,0.002548176907655109,Very Low Priority
Lead_300,30,Female,Ontario,Student,Married,Credit Card,Partnership,Website,87.21077214758121,0.005016304914993111,Very Low Priority
Lead_301,21,Female,Manitoba,Student,Single,Credit Card,Referral,Call,510.20900364246694,0.029346878483249718,Very Low Priority
Lead_302,26,Male,Alberta,Full-time,Married,Mortgage,Referral,Call,432.52040395164016,0.024878282518882543,Very Low Priority
Lead_303,24,Male,Quebec,Full-time,Single,Chequing Account,Social Media,Email,491.75048471787653,0.028285156898578665,Very Low Priority
Lead_304,29,Male,Alberta,Unemployed,Married,Credit Card,Social Media,Call,229.63025592321995,0.013208177763516361,Very Low Priority
Lead_305,21,Female,Ontario,Full-time,Married,Credit Card,Partnership,Website,186.37842212230632,0.010720361394790337,Very Low Priority
Lead_306,25,Male,Ontario,Full-time,Divorced,Chequing Account,Partnership,Email,103.28099499948894,0.005940653317053385,Very Low Priority
Lead_307,22,Male,Ontario,Unemployed,Single,Chequing Account,Social Media,Website,622.8674451656101,0.035826916212667766,Very Low Priority
Lead_308,24,Female,Alberta,Part-time,Married,Mortgage,Partnership,Website,252.23407573540982,0.014508334265165354,Very Low Priority
Lead_309,30,Female,Ontario,Full-time,Single,Credit Card,Online Ad,Branch,558.9144148618958,0.03214838095445055,Very Low Priority
Lead_310,32,Male,Ontario,Full-time,Married,Chequing Account,Partnership,Website,142.4672909781045,0.008194622686631497,Very Low Priority
Lead_311,28,Female,Alberta,Full-time,Single,Mortgage,Referral,Email,495.89515069125406,0.028523555295717897,Very Low Priority
Lead_312,22,Male,Quebec,Full-time,Married,Chequing Account,Referral,Website,510.20900364246694,0.029346878483249718,Very Low Priority
Lead_313,23,Male,Ontario,Full-time,Single,Investment,Social Media,Call,432.15417661830884,0.02485721736916588,Very Low Priority
Lead_314,32,Male,Alberta,Student,Single,Credit Card,Branch Walk-in,Call,485.0214029532118,0.027898104644616773,Very Low Priority
Lead_315,33,Male,Manitoba,Full-time,Single,Chequing Account,Branch Walk-in,Email,103.28099499948894,0.005940653317053385,Very Low Priority
Lead_316,28,Female,British Columbia,Part-time,Married,Credit Card,Online Ad,Email,39.76618310846618,0.0022873240869826133,Very Low Priority
Lead_317,21,Female,Ontario,Full-time,Single,Chequing Account,Online Ad,Email,404.9654932446202,0.02329334260139261,Very Low Priority
Lead_318,25,Male,Ontario,Self-employed,Married,Investment,Online Ad,Branch,140.12160607100867,0.008059700469584983,Very Low Priority
Lead_319,25,Female,Quebec,Full-time,Married,Credit Card,Online Ad,Website,377.38333705427283,0.0217068355420398,Very Low Priority
Lead_320,28,Other,Quebec,Unemployed,Married,Mortgage,Partnership,Email,25.31974806459484,0.0014563748667180798,Very Low Priority
Lead_321,27,Male,Alberta,Part-time,Single,Credit Card,Partnership,Call,44.457236434418164,0.0025571503168851126,Very Low Priority
Lead_322,27,Female,Nova Scotia,Full-time,Widowed,Chequing Account,Branch Walk-in,Website,44.457236434418164,0.0025571503168851126,Very Low Priority
Lead_323,29,Male,British Columbia,Full-time,Single,Mortgage,Social Media,Website,263.99283586079747,0.01518469023311149,Very Low Priority
Lead_324,18,Female,British Columbia,Self-employed,Married,Credit Card,Referral,Email,263.84740564025054,0.015176325184710317,Very Low Priority
Lead_325,23,Male,Ontario,Full-time,Married,Investment,Referral,Call,221.0502067450693,0.012714659109761,Very Low Priority
Lead_326,34,Male,Ontario,Full-time,Married,Investment,Social Media,Email,103.28099499948894,0.005940653317053385,Very Low Priority
Lead_327,18,Male,Unknown,Self-employed,Married,Chequing Account,Partnership,Email,537.8521940442088,0.030936896189361657,Very Low Priority
Lead_328,19,Male,Alberta,Full-time,Single,Investment,Branch Walk-in,Branch,377.38333705427283,0.0217068355420398,Very Low Priority
Lead_329,32,Female,Alberta,Part-time,Married,Chequing Account,Referral,Branch,221.0502067450693,0.012714659109761,Very Low Priority
Lead_330,26,Male,Ontario,Student,Married,Mortgage,Online Ad,Email,622.8674451656101,0.035826916212667766,Very Low Priority
Lead_331,21,Female,Ontario,Full-time,Married,Investment,Branch Walk-in,Email,103.28099499948894,0.005940653317053385,Very Low Priority
Lead_332,27,Female,Ontario,Self-employed,Married,Chequing Account,Branch Walk-in,Email,368.47715430793016,0.02119455790495269,Very Low Priority
Lead_333,22,Male,Quebec,Full-time,Married,Investment,Partnership,Website,184.99253076810044,0.010640645856898012,Very Low Priority
Lead_334,42,Male,Ontario,Student,Single,Credit Card,Social Media,Branch,2866.6495899596443,0.16488775495925223,Low Priority
Lead_335,35,Male,Alberta,Unemployed,Married,Credit Card,Referral,Call,1434.2091223413079,0.08249474339424474,Very Low Priority
Lead_336,49,Male,Ontario,Unemployed,Single,Investment,Branch Walk-in,Call,3974.4332114342064,0.22860672325078382,Low Priority
Lead_337,44,Female,Manitoba,Full-time,Married,Credit Card,Online Ad,Email,2382.761956071329,0.13705486394814262,Very Low Priority
Lead_338,47,Female,British Columbia,Full-time,Widowed,Mortgage,Social Media,Email,2234.0709028362858,0.12850225464551832,Very Low Priority
Lead_339,48,Female,Ontario,Student,Single,Mortgage,Social Media,Email,3809.140969331963,0.2190992247382768,Low Priority
Lead_340,47,Female,Alberta,Full-time,Married,Investment,Referral,Website,1404.069091774631,0.08076110912239341,Very Low Priority
Lead_341,43,Female,Alberta,Full-time,Married,Credit Card,Partnership,Email,1958.843361023288,0.1126713516877774,Very Low Priority
Lead_342,37,Male,Ontario,Unemployed,Single,Chequing Account,Referral,Email,3642.93961342483,0.20953943461160962,Low Priority
Lead_343,49,Male,Ontario,Part-time,Single,Mortgage,Partnership,Branch,1317.6412907642953,0.07578984018022045,Very Low Priority
Lead_344,37,Male,Alberta,Full-time,Single,Chequing Account,Partnership,Email,925.7511787722533,0.05324858470783207,Very Low Priority
Lead_345,44,Female,Quebec,Full-time,Widowed,Investment,Referral,Call,3040.4280028815706,0.1748833723055222,Low Priority
Lead_346,50,Female,Ontario,Unemployed,Single,Mortgage,Partnership,Email,792.8632103651823,0.04560495820793383,Very Low Priority
Lead_347,44,Male,Alberta,Self-employed,Divorced,Investment,Online Ad,Branch,2301.062278913295,0.1323555535075967,Very Low Priority
Lead_348,41,Female,Ontario,Self-employed,Married,Mortgage,Social Media,Call,3728.74761053665,0.21447505285071122,Low Priority
Lead_349,40,Male,Ontario,Full-time,Single,Credit Card,Online Ad,Website,1491.9309113169054,0.08581486184532895,Very Low Priority
Lead_350,36,Male,Ontario,Full-time,Single,Chequing Account,Referral,Website,3242.9577061873833,0.18653274452304847,Low Priority
Lead_351,38,Male,Unknown,Full-time,Married,Chequing Account,Online Ad,Call,2354.6341872492217,0.13543697361744633,Very Low Priority
Lead_352,45,Other,Ontario,Full-time,Single,Credit Card,Online Ad,Call,2452.165644126892,0.1410469173715731,Very Low Priority
Lead_353,39,Male,Quebec,Student,Married,Investment,Referral,Call,2422.6215668998525,0.13934756193469952,Very Low Priority
Lead_354,46,Female,Manitoba,Full-time,Single,Credit Card,Branch Walk-in,Email,1595.5385102556468,0.09177430120114088,Very Low Priority
Lead_355,51,Male,Alberta,Unknown,Married,Chequing Account,Referral,Email,2625.091255494158,0.15099348214641398,Low Priority
Lead_356,39,Female,Ontario,Part-time,Married,Mortgage,Referral,Email,1420.9467807570638,0.08173190243280044,Very Low Priority
Lead_357,45,Female,Ontario,Part-time,Married,Mortgage,Online Ad,Email,2681.902473052091,0.15426122514243223,Low Priority
Lead_358,43,Female,Manitoba,Self-employed,Single,Credit Card,Social Media,Website,1877.3281298769427,0.10798265045767881,Very Low Priority
Lead_359,45,Female,Quebec,Student,Single,Investment,Branch Walk-in,Website,3753.986156313912,0.21592675701651673,Low Priority
Lead_360,49,Female,Ontario,Part-time,Married,Credit Card,Partnership,Website,2301.062278913295,0.1323555535075967,Very Low Priority
Lead_361,45,Female,Alberta,Full-time,Single,Credit Card,Online Ad,Email,2287.391906656629,0.13156924289650782,Very Low Priority
Lead_362,51,Male,Unknown,Self-employed,Married,Chequing Account,Social Media,Email,1261.270036489968,0.07254740357614921,Very Low Priority
Lead_363,38,Female,Quebec,Full-time,Single,Mortgage,Online Ad,Call,4106.941327706152,0.23622850091153666,Low Priority
Lead_364,51,Male,Nova Scotia,Unemployed,Married,Mortgage,Branch Walk-in,Call,3974.4332114342064,0.22860672325078382,Low Priority
Lead_365,41,Female,Quebec,Student,Married,Credit Card,Referral,Call,760.4784203766072,0.043742206885014664,Very Low Priority
Lead_366,44,Male,British Columbia,Full-time,Married,Mortgage,Branch Walk-in,Call,824.072651058093,0.04740010423045848,Very Low Priority
Lead_367,39,Male,Alberta,Student,Widowed,Chequing Account,Branch Walk-in,Branch,3184.7386703150614,0.18318402476514653,Low Priority
Lead_368,35,Female,British Columbia,Unemployed,Married,Credit Card,Branch Walk-in,Email,3759.1044190154316,0.21622115604216016,Low Priority
Lead_369,35,Female,Alberta,Full-time,Married,Credit Card,Partnership,Email,641.5167740889821,0.03689961306004029,Very Low Priority
Lead_370,35,Female,Ontario,Part-time,Married,Chequing Account,Branch Walk-in,Branch,2931.7101045509166,0.16862999196827558,Low Priority
Lead_371,48,Male,British Columbia,Full-time,Single,Credit Card,Social Media,Email,3862.3947669416807,0.22216234733326562,Low Priority
Lead_372,40,Male,British Columbia,Unknown,Married,Credit Card,Branch Walk-in,Website,3298.163335474983,0.18970813516243007,Low Priority
Lead_373,44,Male,Alberta,Unemployed,Married,Investment,Branch Walk-in,Email,3618.1513941313883,0.20811363292205232,Low Priority
Lead_374,49,Female,Ontario,Student,Married,Chequing Account,Social Media,Email,872.7408479376104,0.050199466157875454,Very Low Priority
Lead_375,49,Male,Alberta,Full-time,Single,Investment,Partnership,Email,1636.589785501358,0.09413554292290115,Very Low Priority
Lead_376,38,Female,Ontario,Full-time,Single,Mortgage,Branch Walk-in,Website,857.7885920525051,0.04933942246327587,Very Low Priority
Lead_377,47,Male,British Columbia,Part-time,Single,Chequing Account,Referral,Email,3359.7864194551566,0.19325265347633372,Low Priority
Lead_378,43,Male,Quebec,Full-time,Married,Credit Card,Online Ad,Branch,3304.5674703384548,0.19007649668934729,Low Priority
Lead_379,44,Male,Alberta,Student,Single,Mortgage,Social Media,Call,2737.7925821770796,0.15747598660135778,Low Priority
Lead_380,43,Female,Manitoba,Student,Married,Credit Card,Online Ad,Call,1355.680133767186,0.0779778088269508,Very Low Priority
Lead_381,47,Male,Nova Scotia,Full-time,Divorced,Credit Card,Referral,Email,3945.3402840833505,0.22693331765113298,Low Priority
Lead_382,35,Male,Unknown,Full-time,Single,Mortgage,Online Ad,Email,2233.6927352545763,0.12848050270075156,Very Low Priority
Lead_383,49,Male,Ontario,Full-time,Single,Credit Card,Branch Walk-in,Call,3610.6387498230147,0.20768151067796856,Low Priority
Lead_384,37,Female,British Columbia,Full-time,Married,Chequing Account,Referral,Email,1802.9962522533633,0.1037071308873115,Very Low Priority
Lead_385,37,Male,Ontario,Self-employed,Single,Mortgage,Referral,Website,2342.6842428814984,0.1347496208605614,Very Low Priority
Lead_386,47,Female,Quebec,Unknown,Married,Chequing Account,Partnership,Website,872.7408479376104,0.050199466157875454,Very Low Priority
Lead_387,39,Female,Ontario,Full-time,Divorced,Credit Card,Branch Walk-in,Email,3222.972895887229,0.18538323168575555,Low Priority
Lead_388,41,Male,Alberta,Part-time,Single,Credit Card,Branch Walk-in,Email,3879.725751743398,0.22315921391409818,Low Priority
Lead_389,41,Female,Manitoba,Self-employed,Single,Credit Card,Referral,Email,1909.2026808708742,0.10981605317705254,Very Low Priority
Lead_390,51,Male,Ontario,Student,Single,Credit Card,Referral,Branch,2224.400081646857,0.12794599551983993,Very Low Priority
Lead_391,48,Female,British Columbia,Full-time,Married,Chequing Account,Branch Walk-in,Branch,2807.982164695198,0.16151324414531265,Low Priority
Lead_392,36,Other,Ontario,Full-time,Married,Credit Card,Referral,Website,2765.4866503952326,0.15906893076522535,Low Priority
Lead_393,45,Male,Quebec,Part-time,Single,Credit Card,Referral,Call,1153.1250884493127,0.06632697895394776,Very Low Priority
Lead_394,41,Female,Ontario,Full-time,Single,Mortgage,Online Ad,Email,1657.2859314974676,0.09532597131064681,Very Low Priority
Lead_395,47,Male,Ontario,Part-time,Divorced,Mortgage,Online Ad,Branch,1076.3857441688167,0.06191298352186768,Very Low Priority
Lead_396,49,Female,Ontario,Self-employed,Single,Chequing Account,Online Ad,Call,1409.4001269845633,0.08106774667950999,Very Low Priority
Lead_397,48,Female,British Columbia,Full-time,Single,Mortgage,Referral,Website,2915.953640856464,0.1677236907817703,Low Priority
Lead_398,42,Male,Quebec,Part-time,Single,Chequing Account,Referral,Branch,3359.392602581485,0.19323000139482635,Low Priority
Lead_399,43,Male,Ontario,Full-time,Single,Credit Card,Online Ad,Email,1874.556788300478,0.10782324475550685,Very Low Priority
Lead_400,42,Male,Manitoba,Unemployed,Single,Mortgage,Branch Walk-in,Branch,2043.4799719940545,0.11753959258447023,Very Low Priority
Lead_401,51,Male,Ontario,Full-time,Married,Chequing Account,Referral,Email,3286.196101077601,0.18901978789467655,Low Priority
Lead_402,36,Male,Ontario,Full-time,Married,Mortgage,Referral,Website,1102.5745972301138,0.06341934872302776,Very Low Priority
Lead_403,35,Female,Ontario,Full-time,Single,Mortgage,Social Media,Email,2770.044851755338,0.159331115439471,Low Priority
Lead_404,42,Male,Manitoba,Student,Married,Chequing Account,Branch Walk-in,Email,3194.920731837254,0.18376969009066507,Low Priority
Lead_405,37,Male,Manitoba,Unemployed,Single,Mortgage,Branch Walk-in,Branch,1625.5813466363293,0.09350234492883229,Very Low Priority
Lead_406,37,Male,British Columbia,Full-time,Single,Credit Card,Referral,Website,2285.890203738789,0.13148286595542452,Very Low Priority
Lead_407,48,Female,Ontario,Full-time,Widowed,Chequing Account,Branch Walk-in,Branch,1488.8427565426161,0.08563723326125551,Very Low Priority
Lead_408,39,Male,Quebec,Full-time,Single,Mortgage,Social Media,Call,1929.2114096907762,0.11096694179150246,Very Low Priority
Lead_409,41,Male,Nova Scotia,Full-time,Single,Chequing Account,Referral,Website,3197.1316613131785,0.1838968612660104,Low Priority
Lead_410,36,Female,Quebec,Student,Single,Credit Card,Online Ad,Website,1230.1540894128927,0.07075763524347968,Very Low Priority
Lead_411,49,Female,Quebec,Unemployed,Married,Credit Card,Partnership,Website,2833.191365041529,0.16296326038168252,Low Priority
Lead_412,35,Male,Ontario,Full-time,Single,Mortgage,Partnership,Email,4162.195023206831,0.2394066562871427,Low Priority
Lead_413,48,Male,Ontario,Part-time,Married,Chequing Account,Partnership,Email,4069.9429889628013,0.23410038136948305,Low Priority
Lead_414,37,Male,Alberta,Full-time,Married,Mortgage,Branch Walk-in,Email,2173.42159867966,0.12501374749164337,Very Low Priority
Lead_415,35,Male,Alberta,Part-time,Married,Credit Card,Online Ad,Email,1618.0094196170535,0.09306681278311885,Very Low Priority
Lead_416,37,Male,Alberta,Unknown,Married,Chequing Account,Branch Walk-in,Email,3916.0722401289345,0.22524983946231106,Low Priority
Lead_417,37,Female,British Columbia,Full-time,Divorced,Chequing Account,Online Ad,Email,2302.6349867300505,0.13244601460267438,Very Low Priority
Lead_418,44,Other,Ontario,Full-time,Married,Investment,Branch Walk-in,Website,968.0582084346155,0.05568205657842774,Very Low Priority
Lead_419,51,Male,Quebec,Part-time,Single,Chequing Account,Partnership,Email,4163.819246973481,0.23950008054498448,Low Priority
Lead_420,47,Female,Manitoba,Part-time,Widowed,Mortgage,Online Ad,Website,3857.757546688899,0.22189561754549844,Low Priority
Lead_421,36,Female,Nova Scotia,Part-time,Married,Chequing Account,Online Ad,Call,2860.83899926887,0.16455353369365192,Low Priority
Lead_422,35,Male,Ontario,Full-time,Single,Chequing Account,Branch Walk-in,Email,1953.0224502547333,0.11233653681824929,Very Low Priority
Lead_423,49,Male,Ontario,Full-time,Single,Mortgage,Referral,Website,4163.819246973481,0.23950008054498448,Low Priority
Lead_424,42,Male,Manitoba,Full-time,Single,Mortgage,Online Ad,Email,1106.3645484243507,0.06363734416481863,Very Low Priority
Lead_425,38,Male,Quebec,Full-time,Divorced,Mortgage,Online Ad,Website,2749.493379717046,0.15814900860040335,Low Priority
Lead_426,43,Male,Ontario,Part-time,Married,Mortgage,Social Media,Website,3635.270875618606,0.20909833397459132,Low Priority
Lead_427,43,Male,Ontario,Student,Divorced,Chequing Account,Branch Walk-in,Call,2315.941767342257,0.13321141166709652,Very Low Priority
Lead_428,35,Female,Alberta,Full-time,Divorced,Mortgage,Online Ad,Branch,2913.405459304741,0.1675771210940192,Low Priority
Lead_429,43,Male,Unknown,Unemployed,Widowed,Credit Card,Branch Walk-in,Website,3899.445321354041,0.22429347028545585,Low Priority
